time,abgw_fds,instance
04_06_14:45,632,10.253.40.24:44444
04_06_14:50,596,10.253.40.24:44444
04_06_14:55,585,10.253.40.24:44444
04_06_14:00,474,10.253.40.25:44444
04_06_14:05,447,10.253.40.25:44444
04_06_14:10,440,10.253.40.25:44444
04_06_14:15,481,10.253.40.25:44444
04_06_14:20,468,10.253.40.25:44444
04_06_14:25,472,10.253.40.25:44444
04_06_14:30,488,10.253.40.25:44444
04_06_14:35,530,10.253.40.25:44444
04_06_14:40,489,10.253.40.25:44444
04_06_14:45,456,10.253.40.25:44444
04_06_14:50,458,10.253.40.25:44444
04_06_14:55,477,10.253.40.25:44444
04_06_14:00,424,10.253.40.26:44444
04_06_14:05,444,10.253.40.26:44444
04_06_14:10,439,10.253.40.26:44444
04_06_14:15,451,10.253.40.26:44444
04_06_14:20,438,10.253.40.26:44444
04_06_14:25,421,10.253.40.26:44444
04_06_14:30,429,10.253.40.26:44444
04_06_14:35,460,10.253.40.26:44444
04_06_14:40,460,10.253.40.26:44444
04_06_14:45,460,10.253.40.26:44444
04_06_14:50,454,10.253.40.26:44444
04_06_14:55,464,10.253.40.26:44444
04_06_14:00,498,10.253.40.27:44444
04_06_14:05,533,10.253.40.27:44444
04_06_14:10,553,10.253.40.27:44444
04_06_14:15,571,10.253.40.27:44444
04_06_14:20,539,10.253.40.27:44444
04_06_14:25,492,10.253.40.27:44444
04_06_14:30,509,10.253.40.27:44444
04_06_14:35,517,10.253.40.27:44444
04_06_14:40,526,10.253.40.27:44444
04_06_14:45,524,10.253.40.27:44444
04_06_14:50,527,10.253.40.27:44444
04_06_14:55,521,10.253.40.27:44444
04_06_14:00,403,10.253.40.28:44444
04_06_14:05,411,10.253.40.28:44444
04_06_14:10,421,10.253.40.28:44444
04_06_14:15,431,10.253.40.28:44444
04_06_14:20,417,10.253.40.28:44444
04_06_14:25,437,10.253.40.28:44444
04_06_14:30,450,10.253.40.28:44444
04_06_14:35,446,10.253.40.28:44444
04_06_14:40,432,10.253.40.28:44444
04_06_14:45,424,10.253.40.28:44444
04_06_14:50,421,10.253.40.28:44444
04_06_14:55,442,10.253.40.28:44444
04_06_14:00,406,10.253.40.29:44444
04_06_14:05,432,10.253.40.29:44444
04_06_14:10,451,10.253.40.29:44444
04_06_14:15,449,10.253.40.29:44444
04_06_14:20,435,10.253.40.29:44444
04_06_14:25,443,10.253.40.29:44444
04_06_14:30,425,10.253.40.29:44444
04_06_14:35,446,10.253.40.29:44444
04_06_14:40,445,10.253.40.29:44444
04_06_14:45,455,10.253.40.29:44444
04_06_14:50,449,10.253.40.29:44444
04_06_14:55,451,10.253.40.29:44444
04_06_14:00,362,10.253.40.30:44444
04_06_14:05,344,10.253.40.30:44444
04_06_14:10,361,10.253.40.30:44444
04_06_14:15,351,10.253.40.30:44444
04_06_14:20,369,10.253.40.30:44444
04_06_14:25,381,10.253.40.30:44444
04_06_14:30,384,10.253.40.30:44444
04_06_14:35,400,10.253.40.30:44444
04_06_14:40,384,10.253.40.30:44444
04_06_14:45,376,10.253.40.30:44444
04_06_14:50,368,10.253.40.30:44444
04_06_14:55,369,10.253.40.30:44444
04_06_14:00,428,10.253.40.31:44444
04_06_14:05,438,10.253.40.31:44444
04_06_14:10,433,10.253.40.31:44444
04_06_14:15,425,10.253.40.31:44444
04_06_14:20,416,10.253.40.31:44444
04_06_14:25,432,10.253.40.31:44444
04_06_14:30,439,10.253.40.31:44444
04_06_14:35,428,10.253.40.31:44444
04_06_14:40,419,10.253.40.31:44444
04_06_14:45,420,10.253.40.31:44444
04_06_14:50,434,10.253.40.31:44444
04_06_14:55,418,10.253.40.31:44444
04_06_14:00,367,10.253.40.32:44444
04_06_14:05,401,10.253.40.32:44444
04_06_14:10,417,10.253.40.32:44444
04_06_14:15,412,10.253.40.32:44444
04_06_14:20,404,10.253.40.32:44444
04_06_14:25,402,10.253.40.32:44444
04_06_14:30,429,10.253.40.32:44444
04_06_14:35,449,10.253.40.32:44444
04_06_14:40,450,10.253.40.32:44444
04_06_14:45,436,10.253.40.32:44444
04_06_14:50,414,10.253.40.32:44444
04_06_14:55,387,10.253.40.32:44444
04_06_14:00,34,10.253.40.33:44444
04_06_14:05,31,10.253.40.33:44444
04_06_14:10,30,10.253.40.33:44444
04_06_14:15,28,10.253.40.33:44444
04_06_14:20,28,10.253.40.33:44444
04_06_14:25,29,10.253.40.33:44444
04_06_14:30,29,10.253.40.33:44444
04_06_14:35,30,10.253.40.33:44444
04_06_14:40,29,10.253.40.33:44444
04_06_14:45,29,10.253.40.33:44444
04_06_14:50,26,10.253.40.33:44444
04_06_14:55,26,10.253.40.33:44444
04_06_14:00,20,10.253.40.34:44444
04_06_14:05,16,10.253.40.34:44444
04_06_14:10,15,10.253.40.34:44444
04_06_14:15,15,10.253.40.34:44444
04_06_14:20,14,10.253.40.34:44444
04_06_14:25,19,10.253.40.34:44444
04_06_14:30,19,10.253.40.34:44444
04_06_14:35,21,10.253.40.34:44444
04_06_14:40,28,10.253.40.34:44444
04_06_14:45,25,10.253.40.34:44444
04_06_14:50,22,10.253.40.34:44444
04_06_14:55,24,10.253.40.34:44444
04_06_14:00,45,10.253.40.35:44444
04_06_14:05,45,10.253.40.35:44444
04_06_14:10,44,10.253.40.35:44444
04_06_14:15,56,10.253.40.35:44444
04_06_14:20,57,10.253.40.35:44444
04_06_14:25,50,10.253.40.35:44444
04_06_14:30,43,10.253.40.35:44444
04_06_14:35,44,10.253.40.35:44444
04_06_14:40,44,10.253.40.35:44444
04_06_14:45,48,10.253.40.35:44444
04_06_14:50,48,10.253.40.35:44444
04_06_14:55,49,10.253.40.35:44444
04_06_14:00,44,10.253.40.36:44444
04_06_14:05,42,10.253.40.36:44444
04_06_14:10,41,10.253.40.36:44444
04_06_14:15,44,10.253.40.36:44444
04_06_14:20,45,10.253.40.36:44444
04_06_14:25,42,10.253.40.36:44444
04_06_14:30,40,10.253.40.36:44444
04_06_14:35,42,10.253.40.36:44444
04_06_14:40,43,10.253.40.36:44444
04_06_14:45,43,10.253.40.36:44444
04_06_14:50,45,10.253.40.36:44444
04_06_14:55,44,10.253.40.36:44444
04_06_15:00,445,10.253.40.11:44444
04_06_15:05,446,10.253.40.11:44444
04_06_15:10,430,10.253.40.11:44444
04_06_15:15,467,10.253.40.11:44444
04_06_15:20,459,10.253.40.11:44444
04_06_15:25,447,10.253.40.11:44444
04_06_15:30,439,10.253.40.11:44444
04_06_15:35,422,10.253.40.11:44444
04_06_15:40,426,10.253.40.11:44444
04_06_15:45,419,10.253.40.11:44444
04_06_15:50,428,10.253.40.11:44444
04_06_15:55,415,10.253.40.11:44444
04_06_15:00,478,10.253.40.12:44444
04_06_15:05,469,10.253.40.12:44444
04_06_15:10,513,10.253.40.12:44444
04_06_15:15,535,10.253.40.12:44444
04_06_15:20,584,10.253.40.12:44444
04_06_15:25,574,10.253.40.12:44444
04_06_15:30,604,10.253.40.12:44444
04_06_15:35,613,10.253.40.12:44444
04_06_15:40,535,10.253.40.12:44444
04_06_15:45,489,10.253.40.12:44444
04_06_15:50,478,10.253.40.12:44444
04_06_15:55,489,10.253.40.12:44444
04_06_15:00,530,10.253.40.13:44444
04_06_15:05,535,10.253.40.13:44444
04_06_15:10,541,10.253.40.13:44444
04_06_15:15,534,10.253.40.13:44444
04_06_15:20,505,10.253.40.13:44444
04_06_15:25,526,10.253.40.13:44444
04_06_15:30,553,10.253.40.13:44444
04_06_15:35,543,10.253.40.13:44444
04_06_15:40,519,10.253.40.13:44444
04_06_15:45,523,10.253.40.13:44444
04_06_15:50,502,10.253.40.13:44444
04_06_15:55,532,10.253.40.13:44444
04_06_15:00,476,10.253.40.14:44444
04_06_15:05,502,10.253.40.14:44444
04_06_15:10,479,10.253.40.14:44444
04_06_15:15,484,10.253.40.14:44444
04_06_15:20,518,10.253.40.14:44444
04_06_15:25,524,10.253.40.14:44444
04_06_15:30,531,10.253.40.14:44444
04_06_15:35,516,10.253.40.14:44444
04_06_15:40,499,10.253.40.14:44444
04_06_15:45,538,10.253.40.14:44444
04_06_15:50,523,10.253.40.14:44444
04_06_15:55,519,10.253.40.14:44444
04_06_15:00,491,10.253.40.15:44444
04_06_15:05,505,10.253.40.15:44444
04_06_15:10,516,10.253.40.15:44444
04_06_15:15,548,10.253.40.15:44444
04_06_15:20,554,10.253.40.15:44444
04_06_15:25,481,10.253.40.15:44444
04_06_15:30,483,10.253.40.15:44444
04_06_15:35,480,10.253.40.15:44444
04_06_15:40,474,10.253.40.15:44444
04_06_15:45,446,10.253.40.15:44444
04_06_15:50,447,10.253.40.15:44444
04_06_15:55,459,10.253.40.15:44444
04_06_15:00,546,10.253.40.17:44444
04_06_15:05,554,10.253.40.17:44444
04_06_15:10,550,10.253.40.17:44444
04_06_15:15,538,10.253.40.17:44444
04_06_15:20,529,10.253.40.17:44444
04_06_15:25,554,10.253.40.17:44444
04_06_15:30,570,10.253.40.17:44444
04_06_15:35,553,10.253.40.17:44444
04_06_15:40,546,10.253.40.17:44444
04_06_15:45,574,10.253.40.17:44444
04_06_15:50,566,10.253.40.17:44444
04_06_15:55,608,10.253.40.17:44444
04_06_15:00,509,10.253.40.18:44444
04_06_15:05,504,10.253.40.18:44444
04_06_15:10,519,10.253.40.18:44444
04_06_15:15,501,10.253.40.18:44444
04_06_15:20,509,10.253.40.18:44444
04_06_15:25,514,10.253.40.18:44444
04_06_15:30,511,10.253.40.18:44444
04_06_15:35,577,10.253.40.18:44444
04_06_15:40,564,10.253.40.18:44444
04_06_15:45,536,10.253.40.18:44444
04_06_15:50,535,10.253.40.18:44444
04_06_15:55,582,10.253.40.18:44444
04_06_15:00,536,10.253.40.19:44444
04_06_15:05,514,10.253.40.19:44444
04_06_15:10,517,10.253.40.19:44444
04_06_15:15,527,10.253.40.19:44444
04_06_15:20,533,10.253.40.19:44444
04_06_15:25,524,10.253.40.19:44444
04_06_15:30,536,10.253.40.19:44444
04_06_15:35,544,10.253.40.19:44444
04_06_15:40,550,10.253.40.19:44444
04_06_15:45,559,10.253.40.19:44444
04_06_15:50,546,10.253.40.19:44444
04_06_15:55,567,10.253.40.19:44444
04_06_15:00,457,10.253.40.20:44444
04_06_15:05,504,10.253.40.20:44444
04_06_15:10,520,10.253.40.20:44444
04_06_15:15,517,10.253.40.20:44444
04_06_15:20,474,10.253.40.20:44444
04_06_15:25,506,10.253.40.20:44444
04_06_15:30,565,10.253.40.20:44444
04_06_15:35,559,10.253.40.20:44444
04_06_15:40,549,10.253.40.20:44444
04_06_15:45,523,10.253.40.20:44444
04_06_15:50,543,10.253.40.20:44444
04_06_15:55,555,10.253.40.20:44444
04_06_15:00,484,10.253.40.21:44444
04_06_15:05,482,10.253.40.21:44444
04_06_15:10,487,10.253.40.21:44444
04_06_15:15,502,10.253.40.21:44444
04_06_15:20,499,10.253.40.21:44444
04_06_15:25,519,10.253.40.21:44444
04_06_15:30,548,10.253.40.21:44444
04_06_15:35,523,10.253.40.21:44444
04_06_15:40,494,10.253.40.21:44444
04_06_15:45,514,10.253.40.21:44444
04_06_15:50,497,10.253.40.21:44444
04_06_15:55,496,10.253.40.21:44444
04_06_15:00,507,10.253.40.22:44444
04_06_15:05,527,10.253.40.22:44444
04_06_15:10,520,10.253.40.22:44444
04_06_15:15,626,10.253.40.22:44444
04_06_15:20,666,10.253.40.22:44444
04_06_15:25,565,10.253.40.22:44444
04_06_15:30,526,10.253.40.22:44444
04_06_15:35,517,10.253.40.22:44444
04_06_15:40,479,10.253.40.22:44444
04_06_15:45,498,10.253.40.22:44444
04_06_15:50,529,10.253.40.22:44444
04_06_15:55,560,10.253.40.22:44444
04_06_15:00,465,10.253.40.23:44444
04_06_15:05,494,10.253.40.23:44444
04_06_15:10,519,10.253.40.23:44444
04_06_15:15,532,10.253.40.23:44444
04_06_15:20,528,10.253.40.23:44444
04_06_15:25,524,10.253.40.23:44444
04_06_15:30,476,10.253.40.23:44444
04_06_15:35,433,10.253.40.23:44444
04_06_15:40,412,10.253.40.23:44444
04_06_15:45,433,10.253.40.23:44444
04_06_15:50,442,10.253.40.23:44444
04_06_15:55,445,10.253.40.23:44444
04_06_15:00,630,10.253.40.24:44444
04_06_15:05,637,10.253.40.24:44444
04_06_15:10,621,10.253.40.24:44444
04_06_15:15,603,10.253.40.24:44444
04_06_15:20,607,10.253.40.24:44444
04_06_15:25,599,10.253.40.24:44444
04_06_15:30,595,10.253.40.24:44444
04_06_15:35,591,10.253.40.24:44444
04_06_15:40,567,10.253.40.24:44444
04_06_15:45,601,10.253.40.24:44444
04_06_15:50,611,10.253.40.24:44444
04_06_15:55,608,10.253.40.24:44444
04_06_15:00,490,10.253.40.25:44444
04_06_15:05,457,10.253.40.25:44444
04_06_15:10,443,10.253.40.25:44444
04_06_15:15,458,10.253.40.25:44444
04_06_15:20,456,10.253.40.25:44444
04_06_15:25,508,10.253.40.25:44444
04_06_15:30,501,10.253.40.25:44444
04_06_15:35,480,10.253.40.25:44444
04_06_15:40,510,10.253.40.25:44444
04_06_15:45,516,10.253.40.25:44444
04_06_15:50,502,10.253.40.25:44444
04_06_15:55,523,10.253.40.25:44444
04_06_15:00,453,10.253.40.26:44444
04_06_15:05,474,10.253.40.26:44444
04_06_15:10,444,10.253.40.26:44444
04_06_15:15,481,10.253.40.26:44444
04_06_15:20,487,10.253.40.26:44444
04_06_15:25,499,10.253.40.26:44444
04_06_15:30,509,10.253.40.26:44444
04_06_15:35,478,10.253.40.26:44444
04_06_15:40,437,10.253.40.26:44444
04_06_15:45,448,10.253.40.26:44444
04_06_15:50,477,10.253.40.26:44444
04_06_15:55,499,10.253.40.26:44444
04_06_15:00,523,10.253.40.27:44444
04_06_15:05,529,10.253.40.27:44444
04_06_15:10,538,10.253.40.27:44444
04_06_15:15,532,10.253.40.27:44444
04_06_15:20,537,10.253.40.27:44444
04_06_15:25,529,10.253.40.27:44444
04_06_15:30,538,10.253.40.27:44444
04_06_15:35,529,10.253.40.27:44444
04_06_15:40,537,10.253.40.27:44444
04_06_15:45,548,10.253.40.27:44444
04_06_15:50,558,10.253.40.27:44444
04_06_15:55,604,10.253.40.27:44444
04_06_15:00,442,10.253.40.28:44444
04_06_15:05,447,10.253.40.28:44444
04_06_15:10,461,10.253.40.28:44444
04_06_15:15,470,10.253.40.28:44444
04_06_15:20,456,10.253.40.28:44444
04_06_15:25,437,10.253.40.28:44444
04_06_15:30,440,10.253.40.28:44444
04_06_15:35,432,10.253.40.28:44444
04_06_15:40,419,10.253.40.28:44444
04_06_15:45,422,10.253.40.28:44444
04_06_15:50,413,10.253.40.28:44444
04_06_15:55,422,10.253.40.28:44444
04_06_15:00,458,10.253.40.29:44444
04_06_15:05,492,10.253.40.29:44444
04_06_15:10,477,10.253.40.29:44444
04_06_15:15,478,10.253.40.29:44444
04_06_15:20,447,10.253.40.29:44444
04_06_15:25,450,10.253.40.29:44444
04_06_15:30,448,10.253.40.29:44444
04_06_15:35,464,10.253.40.29:44444
04_06_15:40,460,10.253.40.29:44444
04_06_15:45,468,10.253.40.29:44444
04_06_15:50,444,10.253.40.29:44444
04_06_15:55,437,10.253.40.29:44444
04_06_15:00,367,10.253.40.30:44444
04_06_15:05,377,10.253.40.30:44444
04_06_15:10,373,10.253.40.30:44444
04_06_15:15,376,10.253.40.30:44444
04_06_15:20,379,10.253.40.30:44444
04_06_15:25,374,10.253.40.30:44444
04_06_15:30,373,10.253.40.30:44444
04_06_15:35,384,10.253.40.30:44444
04_06_15:40,393,10.253.40.30:44444
04_06_15:45,393,10.253.40.30:44444
04_06_15:50,407,10.253.40.30:44444
04_06_15:55,408,10.253.40.30:44444
04_06_15:00,440,10.253.40.31:44444
04_06_15:05,438,10.253.40.31:44444
04_06_15:10,487,10.253.40.31:44444
04_06_15:15,480,10.253.40.31:44444
04_06_15:20,489,10.253.40.31:44444
04_06_15:25,513,10.253.40.31:44444
04_06_15:30,476,10.253.40.31:44444
04_06_15:35,495,10.253.40.31:44444
04_06_15:40,516,10.253.40.31:44444
04_06_15:45,514,10.253.40.31:44444
04_06_15:50,469,10.253.40.31:44444
04_06_15:55,464,10.253.40.31:44444
04_06_15:00,392,10.253.40.32:44444
04_06_15:05,428,10.253.40.32:44444
04_06_15:10,445,10.253.40.32:44444
04_06_15:15,449,10.253.40.32:44444
04_06_15:20,437,10.253.40.32:44444
04_06_15:25,424,10.253.40.32:44444
04_06_15:30,413,10.253.40.32:44444
04_06_15:35,427,10.253.40.32:44444
04_06_15:40,430,10.253.40.32:44444
04_06_15:45,429,10.253.40.32:44444
04_06_15:50,420,10.253.40.32:44444
04_06_15:55,422,10.253.40.32:44444
04_06_15:00,26,10.253.40.33:44444
04_06_15:05,25,10.253.40.33:44444
04_06_15:10,25,10.253.40.33:44444
04_06_15:15,25,10.253.40.33:44444
04_06_15:20,25,10.253.40.33:44444
04_06_15:25,25,10.253.40.33:44444
04_06_15:30,24,10.253.40.33:44444
04_06_15:35,23,10.253.40.33:44444
04_06_15:40,23,10.253.40.33:44444
04_06_15:45,21,10.253.40.33:44444
04_06_15:50,24,10.253.40.33:44444
04_06_15:55,30,10.253.40.33:44444
04_06_15:00,22,10.253.40.34:44444
04_06_15:05,21,10.253.40.34:44444
04_06_15:10,20,10.253.40.34:44444
04_06_15:15,19,10.253.40.34:44444
04_06_15:20,21,10.253.40.34:44444
04_06_15:25,28,10.253.40.34:44444
04_06_15:30,27,10.253.40.34:44444
04_06_15:35,30,10.253.40.34:44444
04_06_15:40,31,10.253.40.34:44444
04_06_15:45,29,10.253.40.34:44444
04_06_15:50,29,10.253.40.34:44444
04_06_15:55,24,10.253.40.34:44444
04_06_15:00,46,10.253.40.35:44444
04_06_15:05,45,10.253.40.35:44444
04_06_15:10,46,10.253.40.35:44444
04_06_15:15,45,10.253.40.35:44444
04_06_15:20,44,10.253.40.35:44444
04_06_15:25,43,10.253.40.35:44444
04_06_15:30,41,10.253.40.35:44444
04_06_15:35,40,10.253.40.35:44444
04_06_15:40,40,10.253.40.35:44444
04_06_15:45,39,10.253.40.35:44444
04_06_15:50,39,10.253.40.35:44444
04_06_15:55,40,10.253.40.35:44444
04_06_15:00,43,10.253.40.36:44444
04_06_15:05,45,10.253.40.36:44444
04_06_15:10,47,10.253.40.36:44444
04_06_15:15,47,10.253.40.36:44444
04_06_15:20,50,10.253.40.36:44444
04_06_15:25,56,10.253.40.36:44444
04_06_15:30,69,10.253.40.36:44444
04_06_15:35,104,10.253.40.36:44444
04_06_15:40,137,10.253.40.36:44444
04_06_15:45,100,10.253.40.36:44444
04_06_15:50,72,10.253.40.36:44444
04_06_15:55,71,10.253.40.36:44444
04_06_16:00,418,10.253.40.11:44444
04_06_16:05,400,10.253.40.11:44444
04_06_16:10,426,10.253.40.11:44444
04_06_16:15,416,10.253.40.11:44444
04_06_16:20,398,10.253.40.11:44444
04_06_16:25,429,10.253.40.11:44444
04_06_16:30,458,10.253.40.11:44444
04_06_16:35,521,10.253.40.11:44444
04_06_16:40,503,10.253.40.11:44444
04_06_16:45,484,10.253.40.11:44444
04_06_16:50,428,10.253.40.11:44444
04_06_16:55,451,10.253.40.11:44444
04_06_16:00,491,10.253.40.12:44444
04_06_16:05,555,10.253.40.12:44444
04_06_16:10,557,10.253.40.12:44444
04_06_16:15,552,10.253.40.12:44444
04_06_16:20,571,10.253.40.12:44444
04_06_16:25,578,10.253.40.12:44444
04_06_16:30,570,10.253.40.12:44444
04_06_16:35,636,10.253.40.12:44444
04_06_16:40,653,10.253.40.12:44444
04_06_16:45,667,10.253.40.12:44444
04_06_16:50,627,10.253.40.12:44444
04_06_16:55,611,10.253.40.12:44444
04_06_16:00,561,10.253.40.13:44444
04_06_16:05,550,10.253.40.13:44444
04_06_16:10,468,10.253.40.13:44444
04_06_16:15,487,10.253.40.13:44444
04_06_16:20,511,10.253.40.13:44444
04_06_16:25,558,10.253.40.13:44444
04_06_16:30,559,10.253.40.13:44444
04_06_16:35,576,10.253.40.13:44444
04_06_16:40,563,10.253.40.13:44444
04_06_16:45,577,10.253.40.13:44444
04_06_16:50,536,10.253.40.13:44444
04_06_16:55,546,10.253.40.13:44444
04_06_16:00,489,10.253.40.14:44444
04_06_16:05,506,10.253.40.14:44444
04_06_16:10,498,10.253.40.14:44444
04_06_16:15,529,10.253.40.14:44444
04_06_16:20,527,10.253.40.14:44444
04_06_16:25,540,10.253.40.14:44444
04_06_16:30,528,10.253.40.14:44444
04_06_16:35,565,10.253.40.14:44444
04_06_16:40,639,10.253.40.14:44444
04_06_16:45,644,10.253.40.14:44444
04_06_16:50,561,10.253.40.14:44444
04_06_16:55,532,10.253.40.14:44444
04_06_16:00,466,10.253.40.15:44444
04_06_16:05,464,10.253.40.15:44444
04_06_16:10,456,10.253.40.15:44444
04_06_16:15,476,10.253.40.15:44444
04_06_16:20,476,10.253.40.15:44444
04_06_16:25,493,10.253.40.15:44444
04_06_16:30,498,10.253.40.15:44444
04_06_16:35,573,10.253.40.15:44444
04_06_16:40,590,10.253.40.15:44444
04_06_16:45,562,10.253.40.15:44444
04_06_16:50,477,10.253.40.15:44444
04_06_16:55,508,10.253.40.15:44444
04_06_16:00,589,10.253.40.17:44444
04_06_16:05,590,10.253.40.17:44444
04_06_16:10,591,10.253.40.17:44444
04_06_16:15,573,10.253.40.17:44444
04_06_16:20,573,10.253.40.17:44444
04_06_16:25,576,10.253.40.17:44444
04_06_16:30,521,10.253.40.17:44444
04_06_16:35,611,10.253.40.17:44444
04_06_16:40,633,10.253.40.17:44444
04_06_16:45,622,10.253.40.17:44444
04_06_16:50,611,10.253.40.17:44444
04_06_16:55,629,10.253.40.17:44444
04_06_16:00,580,10.253.40.18:44444
04_06_16:05,597,10.253.40.18:44444
04_06_16:10,549,10.253.40.18:44444
04_06_16:15,544,10.253.40.18:44444
04_06_16:20,549,10.253.40.18:44444
04_06_16:25,590,10.253.40.18:44444
04_06_16:30,578,10.253.40.18:44444
04_06_16:35,593,10.253.40.18:44444
04_06_16:40,595,10.253.40.18:44444
04_06_16:45,597,10.253.40.18:44444
04_06_16:50,551,10.253.40.18:44444
04_06_16:55,606,10.253.40.18:44444
04_06_16:00,552,10.253.40.19:44444
04_06_16:05,562,10.253.40.19:44444
04_06_16:10,548,10.253.40.19:44444
04_06_16:15,558,10.253.40.19:44444
04_06_16:20,567,10.253.40.19:44444
04_06_16:25,555,10.253.40.19:44444
04_06_16:30,586,10.253.40.19:44444
04_06_16:35,615,10.253.40.19:44444
04_06_16:40,628,10.253.40.19:44444
04_06_16:45,646,10.253.40.19:44444
04_06_16:50,617,10.253.40.19:44444
04_06_16:55,603,10.253.40.19:44444
04_06_16:00,519,10.253.40.20:44444
04_06_16:05,519,10.253.40.20:44444
04_06_16:10,545,10.253.40.20:44444
04_06_16:15,595,10.253.40.20:44444
04_06_16:20,593,10.253.40.20:44444
04_06_16:25,554,10.253.40.20:44444
04_06_16:30,574,10.253.40.20:44444
04_06_16:35,679,10.253.40.20:44444
04_06_16:40,694,10.253.40.20:44444
04_06_16:45,658,10.253.40.20:44444
04_06_16:50,549,10.253.40.20:44444
04_06_16:55,572,10.253.40.20:44444
04_06_16:00,496,10.253.40.21:44444
04_06_16:05,519,10.253.40.21:44444
04_06_16:10,546,10.253.40.21:44444
04_06_16:15,572,10.253.40.21:44444
04_06_16:20,561,10.253.40.21:44444
04_06_16:25,561,10.253.40.21:44444
04_06_16:30,553,10.253.40.21:44444
04_06_16:35,589,10.253.40.21:44444
04_06_16:40,633,10.253.40.21:44444
04_06_16:45,611,10.253.40.21:44444
04_06_16:50,548,10.253.40.21:44444
04_06_16:55,557,10.253.40.21:44444
04_06_16:00,569,10.253.40.22:44444
04_06_16:05,589,10.253.40.22:44444
04_06_16:10,586,10.253.40.22:44444
04_06_16:15,570,10.253.40.22:44444
04_06_16:20,539,10.253.40.22:44444
04_06_16:25,525,10.253.40.22:44444
04_06_16:30,544,10.253.40.22:44444
04_06_16:35,566,10.253.40.22:44444
04_06_16:40,588,10.253.40.22:44444
04_06_16:45,620,10.253.40.22:44444
04_06_16:50,558,10.253.40.22:44444
04_06_16:55,604,10.253.40.22:44444
04_06_16:00,425,10.253.40.23:44444
04_06_16:05,447,10.253.40.23:44444
04_06_16:10,455,10.253.40.23:44444
04_06_16:15,471,10.253.40.23:44444
04_06_16:20,479,10.253.40.23:44444
04_06_16:25,505,10.253.40.23:44444
04_06_16:30,508,10.253.40.23:44444
04_06_16:35,556,10.253.40.23:44444
04_06_16:40,559,10.253.40.23:44444
04_06_16:45,528,10.253.40.23:44444
04_06_16:50,479,10.253.40.23:44444
