time,abgw_fds,instance
04_06_12:15,528,10.253.40.19:44444
04_06_12:20,525,10.253.40.19:44444
04_06_12:25,469,10.253.40.19:44444
04_06_12:30,501,10.253.40.19:44444
04_06_12:35,546,10.253.40.19:44444
04_06_12:40,496,10.253.40.19:44444
04_06_12:45,502,10.253.40.19:44444
04_06_12:50,479,10.253.40.19:44444
04_06_12:55,490,10.253.40.19:44444
04_06_12:00,459,10.253.40.20:44444
04_06_12:05,432,10.253.40.20:44444
04_06_12:10,444,10.253.40.20:44444
04_06_12:15,464,10.253.40.20:44444
04_06_12:20,448,10.253.40.20:44444
04_06_12:25,422,10.253.40.20:44444
04_06_12:30,417,10.253.40.20:44444
04_06_12:35,419,10.253.40.20:44444
04_06_12:40,430,10.253.40.20:44444
04_06_12:45,448,10.253.40.20:44444
04_06_12:50,426,10.253.40.20:44444
04_06_12:55,451,10.253.40.20:44444
04_06_12:00,437,10.253.40.21:44444
04_06_12:05,406,10.253.40.21:44444
04_06_12:10,473,10.253.40.21:44444
04_06_12:15,476,10.253.40.21:44444
04_06_12:20,472,10.253.40.21:44444
04_06_12:25,442,10.253.40.21:44444
04_06_12:30,462,10.253.40.21:44444
04_06_12:35,413,10.253.40.21:44444
04_06_12:40,406,10.253.40.21:44444
04_06_12:45,404,10.253.40.21:44444
04_06_12:50,391,10.253.40.21:44444
04_06_12:55,382,10.253.40.21:44444
04_06_12:00,524,10.253.40.22:44444
04_06_12:05,465,10.253.40.22:44444
04_06_12:10,486,10.253.40.22:44444
04_06_12:15,503,10.253.40.22:44444
04_06_12:20,530,10.253.40.22:44444
04_06_12:25,502,10.253.40.22:44444
04_06_12:30,495,10.253.40.22:44444
04_06_12:35,488,10.253.40.22:44444
04_06_12:40,497,10.253.40.22:44444
04_06_12:45,484,10.253.40.22:44444
04_06_12:50,441,10.253.40.22:44444
04_06_12:55,440,10.253.40.22:44444
04_06_12:00,447,10.253.40.23:44444
04_06_12:05,436,10.253.40.23:44444
04_06_12:10,426,10.253.40.23:44444
04_06_12:15,442,10.253.40.23:44444
04_06_12:20,426,10.253.40.23:44444
04_06_12:25,438,10.253.40.23:44444
04_06_12:30,428,10.253.40.23:44444
04_06_12:35,431,10.253.40.23:44444
04_06_12:40,431,10.253.40.23:44444
04_06_12:45,427,10.253.40.23:44444
04_06_12:50,417,10.253.40.23:44444
04_06_12:55,421,10.253.40.23:44444
04_06_12:00,627,10.253.40.24:44444
04_06_12:05,566,10.253.40.24:44444
04_06_12:10,563,10.253.40.24:44444
04_06_12:15,561,10.253.40.24:44444
04_06_12:20,554,10.253.40.24:44444
04_06_12:25,542,10.253.40.24:44444
04_06_12:30,504,10.253.40.24:44444
04_06_12:35,565,10.253.40.24:44444
04_06_12:40,575,10.253.40.24:44444
04_06_12:45,572,10.253.40.24:44444
04_06_12:50,541,10.253.40.24:44444
04_06_12:55,542,10.253.40.24:44444
04_06_12:00,490,10.253.40.25:44444
04_06_12:05,512,10.253.40.25:44444
04_06_12:10,532,10.253.40.25:44444
04_06_12:15,522,10.253.40.25:44444
04_06_12:20,486,10.253.40.25:44444
04_06_12:25,485,10.253.40.25:44444
04_06_12:30,465,10.253.40.25:44444
04_06_12:35,440,10.253.40.25:44444
04_06_12:40,467,10.253.40.25:44444
04_06_12:45,513,10.253.40.25:44444
04_06_12:50,502,10.253.40.25:44444
04_06_12:55,499,10.253.40.25:44444
04_06_12:00,467,10.253.40.26:44444
04_06_12:05,468,10.253.40.26:44444
04_06_12:10,440,10.253.40.26:44444
04_06_12:15,427,10.253.40.26:44444
04_06_12:20,417,10.253.40.26:44444
04_06_12:25,438,10.253.40.26:44444
04_06_12:30,415,10.253.40.26:44444
04_06_12:35,442,10.253.40.26:44444
04_06_12:40,454,10.253.40.26:44444
04_06_12:45,461,10.253.40.26:44444
04_06_12:50,432,10.253.40.26:44444
04_06_12:55,410,10.253.40.26:44444
04_06_12:00,481,10.253.40.27:44444
04_06_12:05,500,10.253.40.27:44444
04_06_12:10,502,10.253.40.27:44444
04_06_12:15,497,10.253.40.27:44444
04_06_12:20,485,10.253.40.27:44444
04_06_12:25,491,10.253.40.27:44444
04_06_12:30,486,10.253.40.27:44444
04_06_12:35,483,10.253.40.27:44444
04_06_12:40,491,10.253.40.27:44444
04_06_12:45,476,10.253.40.27:44444
04_06_12:50,472,10.253.40.27:44444
04_06_12:55,479,10.253.40.27:44444
04_06_12:00,410,10.253.40.28:44444
04_06_12:05,428,10.253.40.28:44444
04_06_12:10,412,10.253.40.28:44444
04_06_12:15,403,10.253.40.28:44444
04_06_12:20,385,10.253.40.28:44444
04_06_12:25,392,10.253.40.28:44444
04_06_12:30,397,10.253.40.28:44444
04_06_12:35,411,10.253.40.28:44444
04_06_12:40,404,10.253.40.28:44444
04_06_12:45,403,10.253.40.28:44444
04_06_12:50,407,10.253.40.28:44444
04_06_12:55,407,10.253.40.28:44444
04_06_12:00,418,10.253.40.29:44444
04_06_12:05,460,10.253.40.29:44444
04_06_12:10,443,10.253.40.29:44444
04_06_12:15,424,10.253.40.29:44444
04_06_12:20,419,10.253.40.29:44444
04_06_12:25,414,10.253.40.29:44444
04_06_12:30,421,10.253.40.29:44444
04_06_12:35,416,10.253.40.29:44444
04_06_12:40,402,10.253.40.29:44444
04_06_12:45,398,10.253.40.29:44444
04_06_12:50,411,10.253.40.29:44444
04_06_12:55,421,10.253.40.29:44444
04_06_12:00,350,10.253.40.30:44444
04_06_12:05,384,10.253.40.30:44444
04_06_12:10,382,10.253.40.30:44444
04_06_12:15,385,10.253.40.30:44444
04_06_12:20,375,10.253.40.30:44444
04_06_12:25,354,10.253.40.30:44444
04_06_12:30,357,10.253.40.30:44444
04_06_12:35,357,10.253.40.30:44444
04_06_12:40,365,10.253.40.30:44444
04_06_12:45,360,10.253.40.30:44444
04_06_12:50,369,10.253.40.30:44444
04_06_12:55,363,10.253.40.30:44444
04_06_12:00,399,10.253.40.31:44444
04_06_12:05,396,10.253.40.31:44444
04_06_12:10,404,10.253.40.31:44444
04_06_12:15,399,10.253.40.31:44444
04_06_12:20,401,10.253.40.31:44444
04_06_12:25,405,10.253.40.31:44444
04_06_12:30,407,10.253.40.31:44444
04_06_12:35,410,10.253.40.31:44444
04_06_12:40,428,10.253.40.31:44444
04_06_12:45,429,10.253.40.31:44444
04_06_12:50,428,10.253.40.31:44444
04_06_12:55,433,10.253.40.31:44444
04_06_12:00,398,10.253.40.32:44444
04_06_12:05,403,10.253.40.32:44444
04_06_12:10,412,10.253.40.32:44444
04_06_12:15,388,10.253.40.32:44444
04_06_12:20,389,10.253.40.32:44444
04_06_12:25,381,10.253.40.32:44444
04_06_12:30,384,10.253.40.32:44444
04_06_12:35,382,10.253.40.32:44444
04_06_12:40,413,10.253.40.32:44444
04_06_12:45,403,10.253.40.32:44444
04_06_12:50,400,10.253.40.32:44444
04_06_12:55,383,10.253.40.32:44444
04_06_12:00,22,10.253.40.33:44444
04_06_12:05,22,10.253.40.33:44444
04_06_12:10,22,10.253.40.33:44444
04_06_12:15,22,10.253.40.33:44444
04_06_12:20,22,10.253.40.33:44444
04_06_12:25,22,10.253.40.33:44444
04_06_12:30,21,10.253.40.33:44444
04_06_12:35,21,10.253.40.33:44444
04_06_12:40,22,10.253.40.33:44444
04_06_12:45,22,10.253.40.33:44444
04_06_12:50,22,10.253.40.33:44444
04_06_12:55,22,10.253.40.33:44444
04_06_12:00,23,10.253.40.34:44444
04_06_12:05,19,10.253.40.34:44444
04_06_12:10,20,10.253.40.34:44444
04_06_12:15,18,10.253.40.34:44444
04_06_12:20,19,10.253.40.34:44444
04_06_12:25,18,10.253.40.34:44444
04_06_12:30,20,10.253.40.34:44444
04_06_12:35,20,10.253.40.34:44444
04_06_12:40,16,10.253.40.34:44444
04_06_12:45,19,10.253.40.34:44444
04_06_12:50,19,10.253.40.34:44444
04_06_12:55,18,10.253.40.34:44444
04_06_12:00,41,10.253.40.35:44444
04_06_12:05,41,10.253.40.35:44444
04_06_12:10,41,10.253.40.35:44444
04_06_12:15,43,10.253.40.35:44444
04_06_12:20,43,10.253.40.35:44444
04_06_12:25,44,10.253.40.35:44444
04_06_12:30,43,10.253.40.35:44444
04_06_12:35,45,10.253.40.35:44444
04_06_12:40,48,10.253.40.35:44444
04_06_12:45,46,10.253.40.35:44444
04_06_12:50,41,10.253.40.35:44444
04_06_12:55,41,10.253.40.35:44444
04_06_12:00,68,10.253.40.36:44444
04_06_12:05,86,10.253.40.36:44444
04_06_12:10,96,10.253.40.36:44444
04_06_12:15,81,10.253.40.36:44444
04_06_12:20,71,10.253.40.36:44444
04_06_12:25,71,10.253.40.36:44444
04_06_12:30,86,10.253.40.36:44444
04_06_12:35,94,10.253.40.36:44444
04_06_12:40,100,10.253.40.36:44444
04_06_12:45,104,10.253.40.36:44444
04_06_12:50,90,10.253.40.36:44444
04_06_12:55,90,10.253.40.36:44444
04_06_13:00,420,10.253.40.11:44444
04_06_13:05,427,10.253.40.11:44444
04_06_13:10,426,10.253.40.11:44444
04_06_13:15,463,10.253.40.11:44444
04_06_13:20,446,10.253.40.11:44444
04_06_13:25,418,10.253.40.11:44444
04_06_13:30,408,10.253.40.11:44444
04_06_13:35,389,10.253.40.11:44444
04_06_13:40,418,10.253.40.11:44444
04_06_13:45,429,10.253.40.11:44444
04_06_13:50,422,10.253.40.11:44444
04_06_13:55,411,10.253.40.11:44444
04_06_13:00,469,10.253.40.12:44444
04_06_13:05,459,10.253.40.12:44444
04_06_13:10,478,10.253.40.12:44444
04_06_13:15,485,10.253.40.12:44444
04_06_13:20,481,10.253.40.12:44444
04_06_13:25,477,10.253.40.12:44444
04_06_13:30,470,10.253.40.12:44444
04_06_13:35,456,10.253.40.12:44444
04_06_13:40,453,10.253.40.12:44444
04_06_13:45,466,10.253.40.12:44444
04_06_13:50,482,10.253.40.12:44444
04_06_13:55,474,10.253.40.12:44444
04_06_13:00,495,10.253.40.13:44444
04_06_13:05,430,10.253.40.13:44444
04_06_13:10,431,10.253.40.13:44444
04_06_13:15,452,10.253.40.13:44444
04_06_13:20,479,10.253.40.13:44444
04_06_13:25,470,10.253.40.13:44444
04_06_13:30,471,10.253.40.13:44444
04_06_13:35,435,10.253.40.13:44444
04_06_13:40,434,10.253.40.13:44444
04_06_13:45,453,10.253.40.13:44444
04_06_13:50,471,10.253.40.13:44444
04_06_13:55,468,10.253.40.13:44444
04_06_13:00,417,10.253.40.14:44444
04_06_13:05,437,10.253.40.14:44444
04_06_13:10,441,10.253.40.14:44444
04_06_13:15,475,10.253.40.14:44444
04_06_13:20,498,10.253.40.14:44444
04_06_13:25,482,10.253.40.14:44444
04_06_13:30,504,10.253.40.14:44444
04_06_13:35,482,10.253.40.14:44444
04_06_13:40,455,10.253.40.14:44444
04_06_13:45,435,10.253.40.14:44444
04_06_13:50,459,10.253.40.14:44444
04_06_13:55,433,10.253.40.14:44444
04_06_13:00,438,10.253.40.15:44444
04_06_13:05,413,10.253.40.15:44444
04_06_13:10,423,10.253.40.15:44444
04_06_13:15,440,10.253.40.15:44444
04_06_13:20,428,10.253.40.15:44444
04_06_13:25,437,10.253.40.15:44444
04_06_13:30,451,10.253.40.15:44444
04_06_13:35,434,10.253.40.15:44444
04_06_13:40,430,10.253.40.15:44444
04_06_13:45,428,10.253.40.15:44444
04_06_13:50,425,10.253.40.15:44444
04_06_13:55,423,10.253.40.15:44444
04_06_13:00,482,10.253.40.17:44444
04_06_13:05,441,10.253.40.17:44444
04_06_13:10,475,10.253.40.17:44444
04_06_13:15,486,10.253.40.17:44444
04_06_13:20,470,10.253.40.17:44444
04_06_13:25,505,10.253.40.17:44444
04_06_13:30,488,10.253.40.17:44444
04_06_13:35,474,10.253.40.17:44444
04_06_13:40,471,10.253.40.17:44444
04_06_13:45,457,10.253.40.17:44444
04_06_13:50,480,10.253.40.17:44444
04_06_13:55,498,10.253.40.17:44444
04_06_13:00,445,10.253.40.18:44444
04_06_13:05,430,10.253.40.18:44444
04_06_13:10,442,10.253.40.18:44444
04_06_13:15,452,10.253.40.18:44444
04_06_13:20,436,10.253.40.18:44444
04_06_13:25,444,10.253.40.18:44444
04_06_13:30,430,10.253.40.18:44444
04_06_13:35,445,10.253.40.18:44444
04_06_13:40,423,10.253.40.18:44444
04_06_13:45,437,10.253.40.18:44444
04_06_13:50,428,10.253.40.18:44444
04_06_13:55,421,10.253.40.18:44444
04_06_13:00,510,10.253.40.19:44444
04_06_13:05,517,10.253.40.19:44444
04_06_13:10,508,10.253.40.19:44444
04_06_13:15,479,10.253.40.19:44444
04_06_13:20,506,10.253.40.19:44444
04_06_13:25,515,10.253.40.19:44444
04_06_13:30,478,10.253.40.19:44444
04_06_13:35,447,10.253.40.19:44444
04_06_13:40,427,10.253.40.19:44444
04_06_13:45,415,10.253.40.19:44444
04_06_13:50,412,10.253.40.19:44444
04_06_13:55,433,10.253.40.19:44444
04_06_13:00,423,10.253.40.20:44444
04_06_13:05,454,10.253.40.20:44444
04_06_13:10,442,10.253.40.20:44444
04_06_13:15,431,10.253.40.20:44444
04_06_13:20,469,10.253.40.20:44444
04_06_13:25,471,10.253.40.20:44444
04_06_13:30,468,10.253.40.20:44444
04_06_13:35,435,10.253.40.20:44444
04_06_13:40,452,10.253.40.20:44444
04_06_13:45,495,10.253.40.20:44444
04_06_13:50,495,10.253.40.20:44444
04_06_13:55,511,10.253.40.20:44444
04_06_13:00,377,10.253.40.21:44444
04_06_13:05,392,10.253.40.21:44444
04_06_13:10,407,10.253.40.21:44444
04_06_13:15,428,10.253.40.21:44444
04_06_13:20,454,10.253.40.21:44444
04_06_13:25,453,10.253.40.21:44444
04_06_13:30,446,10.253.40.21:44444
04_06_13:35,441,10.253.40.21:44444
04_06_13:40,443,10.253.40.21:44444
04_06_13:45,447,10.253.40.21:44444
04_06_13:50,445,10.253.40.21:44444
04_06_13:55,585,10.253.40.21:44444
04_06_13:00,463,10.253.40.22:44444
04_06_13:05,475,10.253.40.22:44444
04_06_13:10,474,10.253.40.22:44444
04_06_13:15,506,10.253.40.22:44444
04_06_13:20,526,10.253.40.22:44444
04_06_13:25,502,10.253.40.22:44444
04_06_13:30,507,10.253.40.22:44444
04_06_13:35,468,10.253.40.22:44444
04_06_13:40,467,10.253.40.22:44444
04_06_13:45,453,10.253.40.22:44444
04_06_13:50,446,10.253.40.22:44444
04_06_13:55,458,10.253.40.22:44444
04_06_13:00,411,10.253.40.23:44444
04_06_13:05,409,10.253.40.23:44444
04_06_13:10,401,10.253.40.23:44444
04_06_13:15,409,10.253.40.23:44444
04_06_13:20,423,10.253.40.23:44444
04_06_13:25,417,10.253.40.23:44444
04_06_13:30,417,10.253.40.23:44444
04_06_13:35,412,10.253.40.23:44444
04_06_13:40,410,10.253.40.23:44444
04_06_13:45,405,10.253.40.23:44444
04_06_13:50,393,10.253.40.23:44444
04_06_13:55,398,10.253.40.23:44444
04_06_13:00,562,10.253.40.24:44444
04_06_13:05,580,10.253.40.24:44444
04_06_13:10,558,10.253.40.24:44444
04_06_13:15,579,10.253.40.24:44444
04_06_13:20,542,10.253.40.24:44444
04_06_13:25,540,10.253.40.24:44444
04_06_13:30,541,10.253.40.24:44444
04_06_13:35,545,10.253.40.24:44444
04_06_13:40,531,10.253.40.24:44444
04_06_13:45,525,10.253.40.24:44444
04_06_13:50,521,10.253.40.24:44444
04_06_13:55,513,10.253.40.24:44444
04_06_13:00,487,10.253.40.25:44444
04_06_13:05,551,10.253.40.25:44444
04_06_13:10,503,10.253.40.25:44444
04_06_13:15,470,10.253.40.25:44444
04_06_13:20,511,10.253.40.25:44444
04_06_13:25,563,10.253.40.25:44444
04_06_13:30,534,10.253.40.25:44444
04_06_13:35,504,10.253.40.25:44444
04_06_13:40,480,10.253.40.25:44444
04_06_13:45,474,10.253.40.25:44444
04_06_13:50,481,10.253.40.25:44444
04_06_13:55,485,10.253.40.25:44444
04_06_13:00,421,10.253.40.26:44444
04_06_13:05,451,10.253.40.26:44444
04_06_13:10,454,10.253.40.26:44444
04_06_13:15,522,10.253.40.26:44444
04_06_13:20,546,10.253.40.26:44444
04_06_13:25,469,10.253.40.26:44444
04_06_13:30,452,10.253.40.26:44444
04_06_13:35,405,10.253.40.26:44444
04_06_13:40,435,10.253.40.26:44444
04_06_13:45,460,10.253.40.26:44444
04_06_13:50,450,10.253.40.26:44444
04_06_13:55,420,10.253.40.26:44444
04_06_13:00,489,10.253.40.27:44444
04_06_13:05,499,10.253.40.27:44444
04_06_13:10,494,10.253.40.27:44444
04_06_13:15,494,10.253.40.27:44444
04_06_13:20,472,10.253.40.27:44444
04_06_13:25,486,10.253.40.27:44444
04_06_13:30,483,10.253.40.27:44444
04_06_13:35,489,10.253.40.27:44444
04_06_13:40,483,10.253.40.27:44444
04_06_13:45,478,10.253.40.27:44444
04_06_13:50,471,10.253.40.27:44444
04_06_13:55,484,10.253.40.27:44444
04_06_13:00,401,10.253.40.28:44444
04_06_13:05,465,10.253.40.28:44444
04_06_13:10,451,10.253.40.28:44444
04_06_13:15,471,10.253.40.28:44444
04_06_13:20,407,10.253.40.28:44444
04_06_13:25,417,10.253.40.28:44444
04_06_13:30,396,10.253.40.28:44444
04_06_13:35,430,10.253.40.28:44444
04_06_13:40,437,10.253.40.28:44444
04_06_13:45,444,10.253.40.28:44444
04_06_13:50,417,10.253.40.28:44444
04_06_13:55,410,10.253.40.28:44444
04_06_13:00,427,10.253.40.29:44444
04_06_13:05,430,10.253.40.29:44444
04_06_13:10,422,10.253.40.29:44444
04_06_13:15,411,10.253.40.29:44444
04_06_13:20,411,10.253.40.29:44444
04_06_13:25,410,10.253.40.29:44444
04_06_13:30,419,10.253.40.29:44444
04_06_13:35,428,10.253.40.29:44444
04_06_13:40,431,10.253.40.29:44444
04_06_13:45,451,10.253.40.29:44444
04_06_13:50,453,10.253.40.29:44444
04_06_13:55,431,10.253.40.29:44444
04_06_13:00,367,10.253.40.30:44444
04_06_13:05,427,10.253.40.30:44444
04_06_13:10,415,10.253.40.30:44444
04_06_13:15,423,10.253.40.30:44444
04_06_13:20,402,10.253.40.30:44444
04_06_13:25,401,10.253.40.30:44444
04_06_13:30,407,10.253.40.30:44444
04_06_13:35,399,10.253.40.30:44444
04_06_13:40,387,10.253.40.30:44444
04_06_13:45,376,10.253.40.30:44444
04_06_13:50,378,10.253.40.30:44444
04_06_13:55,361,10.253.40.30:44444
04_06_13:00,434,10.253.40.31:44444
04_06_13:05,491,10.253.40.31:44444
04_06_13:10,475,10.253.40.31:44444
04_06_13:15,465,10.253.40.31:44444
04_06_13:20,427,10.253.40.31:44444
04_06_13:25,443,10.253.40.31:44444
04_06_13:30,430,10.253.40.31:44444
04_06_13:35,447,10.253.40.31:44444
04_06_13:40,434,10.253.40.31:44444
04_06_13:45,430,10.253.40.31:44444
04_06_13:50,422,10.253.40.31:44444
04_06_13:55,413,10.253.40.31:44444
04_06_13:00,376,10.253.40.32:44444
04_06_13:05,380,10.253.40.32:44444
04_06_13:10,381,10.253.40.32:44444
04_06_13:15,385,10.253.40.32:44444
04_06_13:20,388,10.253.40.32:44444
04_06_13:25,388,10.253.40.32:44444
04_06_13:30,397,10.253.40.32:44444
04_06_13:35,396,10.253.40.32:44444
04_06_13:40,396,10.253.40.32:44444
04_06_13:45,388,10.253.40.32:44444
04_06_13:50,375,10.253.40.32:44444
04_06_13:55,360,10.253.40.32:44444
04_06_13:00,22,10.253.40.33:44444
04_06_13:05,22,10.253.40.33:44444
04_06_13:10,23,10.253.40.33:44444
04_06_13:15,23,10.253.40.33:44444
04_06_13:20,22,10.253.40.33:44444
04_06_13:25,22,10.253.40.33:44444
04_06_13:30,22,10.253.40.33:44444
04_06_13:35,27,10.253.40.33:44444
04_06_13:40,28,10.253.40.33:44444
04_06_13:45,28,10.253.40.33:44444
04_06_13:50,28,10.253.40.33:44444
04_06_13:55,32,10.253.40.33:44444
04_06_13:00,18,10.253.40.34:44444
04_06_13:05,24,10.253.40.34:44444
04_06_13:10,25,10.253.40.34:44444
04_06_13:15,17,10.253.40.34:44444
04_06_13:20,26,10.253.40.34:44444
04_06_13:25,27,10.253.40.34:44444
04_06_13:30,17,10.253.40.34:44444
04_06_13:35,19,10.253.40.34:44444
04_06_13:40,17,10.253.40.34:44444
04_06_13:45,17,10.253.40.34:44444
04_06_13:50,32,10.253.40.34:44444
04_06_13:55,37,10.253.40.34:44444
04_06_13:00,42,10.253.40.35:44444
04_06_13:05,43,10.253.40.35:44444
04_06_13:10,47,10.253.40.35:44444
04_06_13:15,46,10.253.40.35:44444
04_06_13:20,43,10.253.40.35:44444
04_06_13:25,43,10.253.40.35:44444
04_06_13:30,43,10.253.40.35:44444
04_06_13:35,42,10.253.40.35:44444
04_06_13:40,44,10.253.40.35:44444
04_06_13:45,44,10.253.40.35:44444
04_06_13:50,42,10.253.40.35:44444
04_06_13:55,43,10.253.40.35:44444
04_06_13:00,79,10.253.40.36:44444
04_06_13:05,107,10.253.40.36:44444
04_06_13:10,112,10.253.40.36:44444
04_06_13:15,66,10.253.40.36:44444
04_06_13:20,84,10.253.40.36:44444
04_06_13:25,104,10.253.40.36:44444
04_06_13:30,123,10.253.40.36:44444
04_06_13:35,117,10.253.40.36:44444
04_06_13:40,81,10.253.40.36:44444
04_06_13:45,99,10.253.40.36:44444
04_06_13:50,91,10.253.40.36:44444
04_06_13:55,72,10.253.40.36:44444
04_06_14:00,417,10.253.40.11:44444
04_06_14:05,414,10.253.40.11:44444
04_06_14:10,448,10.253.40.11:44444
04_06_14:15,450,10.253.40.11:44444
04_06_14:20,421,10.253.40.11:44444
04_06_14:25,385,10.253.40.11:44444
04_06_14:30,387,10.253.40.11:44444
04_06_14:35,430,10.253.40.11:44444
04_06_14:40,429,10.253.40.11:44444
04_06_14:45,404,10.253.40.11:44444
04_06_14:50,405,10.253.40.11:44444
04_06_14:55,447,10.253.40.11:44444
04_06_14:00,460,10.253.40.12:44444
04_06_14:05,473,10.253.40.12:44444
04_06_14:10,494,10.253.40.12:44444
04_06_14:15,535,10.253.40.12:44444
04_06_14:20,526,10.253.40.12:44444
04_06_14:25,528,10.253.40.12:44444
04_06_14:30,513,10.253.40.12:44444
04_06_14:35,552,10.253.40.12:44444
04_06_14:40,529,10.253.40.12:44444
04_06_14:45,517,10.253.40.12:44444
04_06_14:50,494,10.253.40.12:44444
04_06_14:55,479,10.253.40.12:44444
04_06_14:00,460,10.253.40.13:44444
04_06_14:05,490,10.253.40.13:44444
04_06_14:10,526,10.253.40.13:44444
04_06_14:15,481,10.253.40.13:44444
04_06_14:20,470,10.253.40.13:44444
04_06_14:25,461,10.253.40.13:44444
04_06_14:30,469,10.253.40.13:44444
04_06_14:35,469,10.253.40.13:44444
04_06_14:40,468,10.253.40.13:44444
04_06_14:45,468,10.253.40.13:44444
04_06_14:50,487,10.253.40.13:44444
04_06_14:55,503,10.253.40.13:44444
04_06_14:00,386,10.253.40.14:44444
04_06_14:05,416,10.253.40.14:44444
04_06_14:10,447,10.253.40.14:44444
04_06_14:15,473,10.253.40.14:44444
04_06_14:20,484,10.253.40.14:44444
04_06_14:25,462,10.253.40.14:44444
04_06_14:30,437,10.253.40.14:44444
04_06_14:35,449,10.253.40.14:44444
04_06_14:40,478,10.253.40.14:44444
04_06_14:45,446,10.253.40.14:44444
04_06_14:50,480,10.253.40.14:44444
04_06_14:55,507,10.253.40.14:44444
04_06_14:00,390,10.253.40.15:44444
04_06_14:05,413,10.253.40.15:44444
04_06_14:10,478,10.253.40.15:44444
04_06_14:15,501,10.253.40.15:44444
04_06_14:20,470,10.253.40.15:44444
04_06_14:25,461,10.253.40.15:44444
04_06_14:30,476,10.253.40.15:44444
04_06_14:35,435,10.253.40.15:44444
04_06_14:40,444,10.253.40.15:44444
04_06_14:45,472,10.253.40.15:44444
04_06_14:50,485,10.253.40.15:44444
04_06_14:55,497,10.253.40.15:44444
04_06_14:00,498,10.253.40.17:44444
04_06_14:05,537,10.253.40.17:44444
04_06_14:10,535,10.253.40.17:44444
04_06_14:15,517,10.253.40.17:44444
04_06_14:20,497,10.253.40.17:44444
04_06_14:25,489,10.253.40.17:44444
04_06_14:30,490,10.253.40.17:44444
04_06_14:35,484,10.253.40.17:44444
04_06_14:40,477,10.253.40.17:44444
04_06_14:45,496,10.253.40.17:44444
04_06_14:50,512,10.253.40.17:44444
04_06_14:55,559,10.253.40.17:44444
04_06_14:00,418,10.253.40.18:44444
04_06_14:05,455,10.253.40.18:44444
04_06_14:10,467,10.253.40.18:44444
04_06_14:15,462,10.253.40.18:44444
04_06_14:20,488,10.253.40.18:44444
04_06_14:25,472,10.253.40.18:44444
04_06_14:30,499,10.253.40.18:44444
04_06_14:35,502,10.253.40.18:44444
04_06_14:40,518,10.253.40.18:44444
04_06_14:45,528,10.253.40.18:44444
04_06_14:50,526,10.253.40.18:44444
04_06_14:55,499,10.253.40.18:44444
04_06_14:00,430,10.253.40.19:44444
04_06_14:05,464,10.253.40.19:44444
04_06_14:10,542,10.253.40.19:44444
04_06_14:15,560,10.253.40.19:44444
04_06_14:20,526,10.253.40.19:44444
04_06_14:25,492,10.253.40.19:44444
04_06_14:30,480,10.253.40.19:44444
04_06_14:35,522,10.253.40.19:44444
04_06_14:40,557,10.253.40.19:44444
04_06_14:45,555,10.253.40.19:44444
04_06_14:50,562,10.253.40.19:44444
04_06_14:55,552,10.253.40.19:44444
04_06_14:00,479,10.253.40.20:44444
04_06_14:05,490,10.253.40.20:44444
04_06_14:10,492,10.253.40.20:44444
04_06_14:15,485,10.253.40.20:44444
04_06_14:20,433,10.253.40.20:44444
04_06_14:25,438,10.253.40.20:44444
04_06_14:30,473,10.253.40.20:44444
04_06_14:35,517,10.253.40.20:44444
04_06_14:40,502,10.253.40.20:44444
04_06_14:45,501,10.253.40.20:44444
04_06_14:50,479,10.253.40.20:44444
04_06_14:55,498,10.253.40.20:44444
04_06_14:00,600,10.253.40.21:44444
04_06_14:05,519,10.253.40.21:44444
04_06_14:10,508,10.253.40.21:44444
04_06_14:15,496,10.253.40.21:44444
04_06_14:20,494,10.253.40.21:44444
04_06_14:25,481,10.253.40.21:44444
04_06_14:30,508,10.253.40.21:44444
04_06_14:35,504,10.253.40.21:44444
04_06_14:40,512,10.253.40.21:44444
04_06_14:45,496,10.253.40.21:44444
04_06_14:50,471,10.253.40.21:44444
04_06_14:55,484,10.253.40.21:44444
04_06_14:00,448,10.253.40.22:44444
04_06_14:05,453,10.253.40.22:44444
04_06_14:10,465,10.253.40.22:44444
04_06_14:15,462,10.253.40.22:44444
04_06_14:20,475,10.253.40.22:44444
04_06_14:25,444,10.253.40.22:44444
04_06_14:30,448,10.253.40.22:44444
04_06_14:35,462,10.253.40.22:44444
04_06_14:40,464,10.253.40.22:44444
04_06_14:45,458,10.253.40.22:44444
04_06_14:50,493,10.253.40.22:44444
04_06_14:55,518,10.253.40.22:44444
04_06_14:00,421,10.253.40.23:44444
04_06_14:05,441,10.253.40.23:44444
04_06_14:10,446,10.253.40.23:44444
04_06_14:15,444,10.253.40.23:44444
04_06_14:20,443,10.253.40.23:44444
04_06_14:25,424,10.253.40.23:44444
04_06_14:30,429,10.253.40.23:44444
04_06_14:35,425,10.253.40.23:44444
04_06_14:40,426,10.253.40.23:44444
04_06_14:45,425,10.253.40.23:44444
04_06_14:50,435,10.253.40.23:44444
04_06_14:55,463,10.253.40.23:44444
04_06_14:00,523,10.253.40.24:44444
04_06_14:05,529,10.253.40.24:44444
04_06_14:10,559,10.253.40.24:44444
04_06_14:15,551,10.253.40.24:44444
04_06_14:20,564,10.253.40.24:44444
04_06_14:25,560,10.253.40.24:44444
04_06_14:30,571,10.253.40.24:44444
04_06_14:35,617,10.253.40.24:44444
04_06_14:40,623,10.253.40.24:44444
